Name,Address,City,Rating,Review Count,Coordinates,Price,Id,Categories
Carondelet House,"['627 S Carondelet St', 'Los Angeles, CA 90057']",Los Angeles,4.5,98,"{'latitude': 34.06083, 'longitude': -118.2804}",,88dE1LVpxWWjmP-cT1GH4A,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
Soho House West Hollywood,"['9200 Sunset Blvd', 'West Hollywood, CA 90069']",West Hollywood,4.5,375,"{'latitude': 34.089801158221, 'longitude': -118.392811079327}",4.0,mfRAMQGOdQk_v1CmjXq3Eg,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
Alpha Dogs,"['1612 W Olive Ave', 'Ste 200', 'Burbank, CA 91506']",Burbank,5.0,8,"{'latitude': 34.16744, 'longitude': -118.32242}",,28rAayqAHbJjjaVGGVcTCw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Scratch DJ Academy,"['2324 Cotner Ave', 'Los Angeles, CA 90064']",Los Angeles,5.0,28,"{'latitude': 34.0372906, 'longitude': -118.437427}",,M0L5-FVc9CEr_Lf9LyVdAA,"[{'alias': 'specialtyschools', 'title': 'Specialty Schools'}, {'alias': 'djs', 'title': 'DJs'}]"
Yard House,"['800 W Olympic Blvd', 'Los Angeles, CA 90015']",Los Angeles,3.5,2682,"{'latitude': 34.0449339896765, 'longitude': -118.265804750686}",2.0,5V7zNZ9IdSUCYrZRXAg2hA,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
Dirt Dog,"['2528 S Figueroa St', 'Los Angeles, CA 90007']",Los Angeles,4.5,2283,"{'latitude': 34.0282923762355, 'longitude': -118.275208244705}",1.0,0z23Jk7U_MpvtqKINPL2fA,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]"
Filmtools,"['1400 W Burbank Blvd', 'Burbank, CA 91506']",Burbank,3.5,108,"{'latitude': 34.182204, 'longitude': -118.327003}",2.0,J8GxUvGNN1VKj2C7Rfmwcw,"[{'alias': 'photographystores', 'title': 'Photography Stores & Services'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Hollywood Production Center,"['1149 N Gower St', 'Los Angeles, CA 90038']",Los Angeles,4.5,23,"{'latitude': 34.091831, 'longitude': -118.322464}",,1YgckBX8GIICNYZz55AbvQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
L.A. Castle Studios,"['154 S Victory Blvd', 'Burbank, CA 91502']",Burbank,5.0,1,"{'latitude': 34.1727178, 'longitude': -118.3159544}",,P5tqs21eK2klvindYqTB4A,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'studiotaping', 'title': 'Studio Taping'}, {'alias': 'advertising', 'title': 'Advertising'}]"
MelroseMAC,"['6614 Melrose Ave', 'Hollywood, CA 90038']",Hollywood,4.0,389,"{'latitude': 34.083239, 'longitude': -118.33922}",3.0,yGJBBqMuP7Ww4YuHas4uhw,"[{'alias': 'computers', 'title': 'Computers'}, {'alias': 'itservices', 'title': 'IT Services & Computer Repair'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Champion Site + Sound - Formerly Swing House,"['3229 Casitas Ave', 'Los Angeles, CA 90039']",Los Angeles,4.5,24,"{'latitude': 34.1156729, 'longitude': -118.2509263}",,CM8Eg5BcmN3l8vkzT5uOAA,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Sharp Focus Creative Academy,"['1907 W Burbank Blvd', 'Ste C', 'Burbank, CA 91506']",Burbank,5.0,7,"{'latitude': 34.181116, 'longitude': -118.3320175}",,34qmz9Z9g8-iehqGUEjq7g,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'artschools', 'title': 'Art Schools'}]"
Loyal Studios,"['3513 Pacific Ave', 'Burbank, CA 91505']",Burbank,4.5,14,"{'latitude': 34.1884819, 'longitude': -118.3497641}",,mNZg-65I7JKf87h4z2H2mw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
SmashWerks Films,"['Los Angeles, CA 90065']",Los Angeles,5.0,2,"{'latitude': 34.1149101257324, 'longitude': -118.240013122559}",,XcPPuEexxV-rFcrxXv5OTA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Hollywood Pantages Theatre,"['6233 Hollywood Blvd', 'Los Angeles, CA 90028']",Los Angeles,4.5,1553,"{'latitude': 34.10219, 'longitude': -118.32569}",,UgBeOyhXVvCyOd8AAV6Ohw,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
DVD Your Memories,"['3272 Motor Ave', 'Ste B', 'Los Angeles, CA 90034']",Los Angeles,5.0,187,"{'latitude': 34.0298228, 'longitude': -118.4106966}",2.0,gAhKHmgNkPo2aKrYNp1atg,"[{'alias': 'photographystores', 'title': 'Photography Stores & Services'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'digitizingservices', 'title': 'Digitizing Services'}]"
Monk Space,"['4414 W 2nd St', 'Los Angeles, CA 90004']",Los Angeles,4.5,41,"{'latitude': 34.0709851, 'longitude': -118.3094999}",,ba3ZWCKQphqwJU4tgd7f9g,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'artspacerentals', 'title': 'Art Space Rentals'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
44th Floor Productions,"['Los Angeles, CA 90046']",Los Angeles,5.0,1,"{'latitude': 34.09961, 'longitude': -118.35074}",,LoaVTeXI5hSd7YitnKub7Q,"[{'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Grandma's House Catering,"['3748 W El Segundo Blvd', 'Unit B', 'Hawthorne, CA 90250']",Hawthorne,5.0,69,"{'latitude': 33.916177, 'longitude': -118.33903146}",,jx2L4Z4ak4lCvM5IYCfJjA,"[{'alias': 'catering', 'title': 'Caterers'}]"
Yard House,"['100 E Palm Ave', 'Burbank, CA 91502']",Burbank,3.5,594,"{'latitude': 34.181227, 'longitude': -118.311761}",2.0,COSbBd5YDHmrJlwg211avA,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
MIX Recording Studio,"['539 S Rampart Blvd', 'Los Angeles, CA 90057']",Los Angeles,4.0,9,"{'latitude': 34.062866, 'longitude': -118.2814104}",,fzGGTuBDDaUVjWai6tL55w,"[{'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'musicproduction', 'title': 'Music Production Services'}]"
Beverly Hills Studios,"['8929 Wilshire Blvd', 'Ste 325', 'Beverly Hills, CA 90211']",Beverly Hills,5.0,2,"{'latitude': 34.0673904, 'longitude': -118.3863525}",,wkPSsGugBtAp-GWXBRtWMw,"[{'alias': 'televisionstations', 'title': 'Television Stations'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Golden Retrofit & Foundation Repair,"['Los Angeles, CA 90232']",Los Angeles,5.0,240,"{'latitude': 34.01989, 'longitude': -118.39441}",,-nRybC_9cVjzbhSY3Y9l3w,"[{'alias': 'foundationrepair', 'title': 'Foundation Repair'}, {'alias': 'contractors', 'title': 'Contractors'}, {'alias': 'home_inspectors', 'title': 'Home Inspectors'}]"
JFA Studio,"['3062 N Lima St', 'Burbank, CA 91504']",Burbank,5.0,20,"{'latitude': 34.2055376929752, 'longitude': -118.346444862549}",,TKp9dGm_1T-ssx4XUG1yKQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'studiotaping', 'title': 'Studio Taping'}]"
Dream Team Directors,"['Los Angeles, CA 90042']",Los Angeles,5.0,10,"{'latitude': 34.1175895, 'longitude': -118.188329}",,qn37m1PK8oL-Wnkz-3TSiA,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Yard House,"['13455 Maxella Ave', 'Marina del Rey, CA 90292']",Marina del Rey,3.5,955,"{'latitude': 33.9867211335012, 'longitude': -118.441693526459}",2.0,oW4e6jT3J6nuZtIjlsTd8Q,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'bars', 'title': 'Bars'}]"
Stray Angel Films,"['11318 Santa Monica Blvd', 'Los Angeles, CA 90025']",Los Angeles,4.5,26,"{'latitude': 34.045868, 'longitude': -118.448799}",,QfFgXQiaEg2P7PtcuMie8g,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'audiovisualequipmentrental', 'title': 'Audio/Visual Equipment Rental'}, {'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}]"
Central Station Media,"['11440 Ventura Blvd', 'Unit 200', 'Studio City, CA 91604']",Studio City,5.0,8,"{'latitude': 34.1391862, 'longitude': -118.3803122}",,k13DzoJiPH2MUPK2KXsplQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
ADC Digital,"['1011 N Fuller Ave', 'Ste M', 'Los Angeles, CA 90046']",Los Angeles,4.5,2,"{'latitude': 34.089323, 'longitude': -118.350243}",,l6QtOGEh6jfi9Nko9g5IgA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Actors Co-op Theatre Company,"['1760 N Gower St', 'Los Angeles, CA 90028']",Los Angeles,4.5,42,"{'latitude': 34.1028938, 'longitude': -118.3222275}",,CKwO8kuCZVl4C6yD1SIdtA,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
Point of Blue Studios,"['10545 Burbank Blvd', 'Ste 105', 'North Hollywood, CA 91601']",North Hollywood,5.0,6,"{'latitude': 34.1724269, 'longitude': -118.3608191}",,0ZxVj7G4QBNQ4lB9J-S2IQ,"[{'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
MainStream Ent,"['5649 Hollywood Blvd', 'Los Angeles, CA 90028']",Los Angeles,4.5,2,"{'latitude': 34.1018882325353, 'longitude': -118.313213302278}",,NH5oIhh20CCO-4pAVgLx3w,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}]"
The Strand House,"['117 Manhattan Beach Blvd', 'Manhattan Beach, CA 90266']",Manhattan Beach,4.0,1840,"{'latitude': 33.88478, 'longitude': -118.41135}",3.0,a0iOCnbhj_O-8AjoK2mayw,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
AB Video Productions,"['5950 Buckingham Pkwy', 'Ste 1', 'Culver City, CA 90230']",Culver City,5.0,14,"{'latitude': 33.98631283, 'longitude': -118.38220017}",,RME13mXjqicOkQuNO1bgwg,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'digitizingservices', 'title': 'Digitizing Services'}, {'alias': 'duplicationservices', 'title': 'Duplication Services'}]"
Shabu Shabu House,"['127 Japanese Village Plaza Mall', 'Los Angeles, CA 90012']",Los Angeles,4.0,1404,"{'latitude': 34.049034, 'longitude': -118.240347}",2.0,v9RZZLxE39Zx9L0mXB8kww,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]"
Lightstone Rentals,"['1441 Gardena Ave', 'Ste 1', 'Glendale, CA 91204']",Glendale,5.0,16,"{'latitude': 34.126851, 'longitude': -118.2601382}",,9hDT3fdWJoRFkGa62Z0Z6Q,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
The Antaeus Theatre Company,"['110 E Broadway', 'Glendale, CA 91205']",Glendale,5.0,19,"{'latitude': 34.14613, 'longitude': -118.25442}",,UnL4dQSZpCUedu9B6clLJQ,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'specialtyschools', 'title': 'Specialty Schools'}]"
NeueHouse Hollywood,"['6121 Sunset Blvd', 'Los Angeles, CA 90028']",Los Angeles,4.0,45,"{'latitude': 34.098174, 'longitude': -118.323419}",,JawqqUldr-huTEWpLpbVWQ,"[{'alias': 'sharedofficespaces', 'title': 'Shared Office Spaces'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
Buster Brown Productions,"['Los Angeles, CA 90048']",Los Angeles,5.0,21,"{'latitude': 34.07316, 'longitude': -118.37407}",,DrJxx3pdtucudnILkTWDDA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'videographers', 'title': 'Videographers'}]"
Photo House Photography,"['244 S Oxford Ave', 'Ste 20', 'Los Angeles, CA 90004']",Los Angeles,5.0,133,"{'latitude': 34.0698635, 'longitude': -118.307535}",2.0,UhaOyQJpHJUa-auXCP2N2Q,"[{'alias': 'photographystores', 'title': 'Photography Stores & Services'}, {'alias': 'eventphotography', 'title': 'Event Photography'}]"
The Cupcake Theater,"['671 N Berendo St', 'Los Angeles, CA 90027']",Los Angeles,4.5,329,"{'latitude': 34.0832878, 'longitude': -118.2941745}",2.0,DgJH_gKRnXVKGWeKXHFtGg,"[{'alias': 'comedyclubs', 'title': 'Comedy Clubs'}, {'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]"
Capital Gain Productions,"['3221 Carter Ave', 'Ste 414', 'Marina Del Rey, CA 90292']",Marina Del Rey,5.0,1,"{'latitude': 33.986594, 'longitude': -118.44654}",,EZjCnXK8ASA3rx0iG4ZVIg,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Grant Larson Studios,"['Burbank, CA 91504']",Burbank,5.0,1,"{'latitude': 34.1990814208984, 'longitude': -118.332138061523}",,oVEdOZkruRZ9pwTtX_VAvQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
BOXeight,"['1446 E Washington Blvd', 'Los Angeles, CA 90021']",Los Angeles,3.5,32,"{'latitude': 34.022048, 'longitude': -118.246833}",,DOrLlZgfXiqQaTj_8WelfA,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'photographers', 'title': 'Photographers'}]"
Hurry Curry of Tokyo,"['2131 Sawtelle Blvd', 'Los Angeles, CA 90025']",Los Angeles,3.5,1540,"{'latitude': 34.0388040048905, 'longitude': -118.442234554705}",2.0,7qFVS738P_VjjSRPV_t1ew,"[{'alias': 'japacurry', 'title': 'Japanese Curry'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]"
Dan Ortega - Sotheby's International Realty,"['1801 Hillhurst Ave', 'Los Angeles, CA 90027']",Los Angeles,5.0,49,"{'latitude': 34.104083, 'longitude': -118.287646}",,97FrNETYsdpSVRb7cIvW3g,"[{'alias': 'realestateagents', 'title': 'Real Estate Agents'}]"
CML Studios,"['326 Mira Loma Ave', 'Glendale, CA 91204']",Glendale,4.0,10,"{'latitude': 34.1238485, 'longitude': -118.2566823}",,3IZ4TkBMhFPZTvec0OcTJA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'studiotaping', 'title': 'Studio Taping'}]"
Center Theatre Group Ahmanson Theatre,"['135 N Grand Ave', 'Los Angeles, CA 90012']",Los Angeles,4.5,510,"{'latitude': 34.056601, 'longitude': -118.248946}",2.0,tgaykHPFl0UivvBEqUqAVg,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]"
Spot On Media,"['Glendale, CA 91205']",Glendale,5.0,14,"{'latitude': 34.13809, 'longitude': -118.24403}",,7ZWbpPmRY7s0IaDwOqqhZw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'marketing', 'title': 'Marketing'}]"
Human Element,"['453 S Spring St', 'Ste 536', 'Los Angeles, CA 90013']",Los Angeles,5.0,1,"{'latitude': 34.04779, 'longitude': -118.24975}",,Ulb3dz3_RuZ4ht4rBvWtpg,"[{'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Luma House Wedding Films,"['Los Angeles, CA 91411']",Los Angeles,5.0,28,"{'latitude': 34.18429, 'longitude': -118.45607}",,i8q2iIN9dDwRWes_dLwbJw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'videographers', 'title': 'Videographers'}]"
Burrata House,"['3272 Motor Ave', 'Los Angeles, CA 90034']",Los Angeles,4.5,392,"{'latitude': 34.0298228, 'longitude': -118.4106966}",2.0,lNE4CZLrLXRPhqi7KcyjfA,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]"
The Production Truck,"['1120 Chestnut St', 'Burbank, CA 91506']",Burbank,5.0,16,"{'latitude': 34.1806487, 'longitude': -118.3236037}",,cKh4qVYkF2wYNK2Labix0Q,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Viken Productions,"['Los Angeles, CA 90291']",Los Angeles,5.0,9,"{'latitude': 33.9989508586739, 'longitude': -118.45760509577}",,JvLFKs75ct8nq_NIvvbQ-w,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'videographers', 'title': 'Videographers'}]"
Lightning Media,"['1415 N Cahuenga Blvd', 'Los Angeles, CA 90028']",Los Angeles,5.0,7,"{'latitude': 34.096401, 'longitude': -118.329811}",,h4lMbNP7VwvgxtiY0abzdw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
The Fig House,"['6433 N Figueroa St', 'Los Angeles, CA 90042']",Los Angeles,4.0,36,"{'latitude': 34.118877, 'longitude': -118.183983}",,EeCWlZ0iGFeKmUoHpsW3xw,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
ProCore Productions,"['1976 S La Cienega Blvd', 'Ste C-387', 'Los Angeles, CA 90034']",Los Angeles,5.0,6,"{'latitude': 34.0405, 'longitude': -118.37654}",,32Z_J0SG5qWbAnT-UVAX3A,"[{'alias': 'audiovisualequipmentrental', 'title': 'Audio/Visual Equipment Rental'}]"
Arpi Design,"['313 E Broadway', 'Ste 10763', 'Glendale, CA 91205']",Glendale,5.0,3,"{'latitude': 34.1466245, 'longitude': -118.2519928}",,YKgjkO1i-c-YVInHUOFuBw,"[{'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'marketing', 'title': 'Marketing'}, {'alias': 'graphicdesign', 'title': 'Graphic Design'}]"
Ocean Front Entertainment,"['1235 West El Segundo Blvd', 'Gardena, CA 90247']",Gardena,5.0,2,"{'latitude': 33.9168271, 'longitude': -118.2975647}",,8WZc8w--lecP68iw833GJw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
New Legacy Productions,"['7057 Lexington Ave', 'Los Angeles, CA 90038']",Los Angeles,4.5,4,"{'latitude': 34.092757, 'longitude': -118.343138}",,Bzh8MJLJ3rgtotfuwMmUkw,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]"
Bao Dim Sum House,"['8256 Beverly Blvd', 'Los Angeles, CA 90048']",Los Angeles,4.0,3024,"{'latitude': 34.07577, 'longitude': -118.36982}",2.0,kdTFcDSl9vAR-btEm1Q2uw,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]"
