Name,Address,City,Rating,Review Count,Coordinates,Price
JackRabbit - Brooklyn,"['151 7th Ave', 'Brooklyn, NY 11215']",Brooklyn,4.0,162,"{'latitude': 40.6724815368652, 'longitude': -73.9765853881836}",2.0
IKEA,"['1 Beard St', 'Brooklyn, NY 11231']",Brooklyn,2.0,1631,"{'latitude': 40.6712969411348, 'longitude': -74.0113091468811}",2.0
Target,"['139 Flatbush Ave', 'Brooklyn, NY 11217']",Brooklyn,2.0,546,"{'latitude': 40.68449, 'longitude': -73.97748}",2.0
Rockefeller Center,"['45 Rockefeller Plz', 'New York, NY 10111']",New York,4.5,800,"{'latitude': 40.758743, 'longitude': -73.978674}",2.0
The Home Depot,"['230 Nostrand Ave', 'Brooklyn, NY 11205']",Brooklyn,2.0,249,"{'latitude': 40.6917012003951, 'longitude': -73.9528840674814}",2.0
Chelsea Market,"['75 9th Ave', 'New York, NY 10011']",New York,4.5,2233,"{'latitude': 40.7419711362098, 'longitude': -74.0048450364568}",2.0
The Home Depot,"['40 West 23rd St', 'New York, NY 10010']",New York,3.0,482,"{'latitude': 40.7420095, 'longitude': -73.9913159}",2.0
Turnstyle Underground Market,"['57th St & 8th Ave', 'Under Columbus Cir', 'New York, NY 10019']",New York,4.0,97,"{'latitude': 40.76671, 'longitude': -73.98282}",2.0
Costco,"['976 3rd Ave', 'Brooklyn, NY 11232']",Brooklyn,3.0,327,"{'latitude': 40.655774, 'longitude': -74.009266}",2.0
Life Storage,"['338 Highway 34', 'Matawan, NJ 07747']",Matawan,3.5,5,"{'latitude': 40.4238665931658, 'longitude': -74.2714390963299}",
Target,"['40 W 225th St', 'Ste 50', 'Bronx, NY 10463']",Bronx,2.5,203,"{'latitude': 40.87353, 'longitude': -73.907803}",2.0
Rockefeller Center Christmas Tree,"['30 Rockefeller Plz', 'New York, NY 10111']",New York,4.5,199,"{'latitude': 40.759075, 'longitude': -73.978596}",1.0
Apple Fifth Avenue,"['767 5th Ave', 'New York, NY 10153']",New York,3.5,1064,"{'latitude': 40.7637929574439, 'longitude': -73.9730206320159}",3.0
Life Storage,"['123 Route 46 West', 'Lodi, NJ 07644']",Lodi,1.5,4,"{'latitude': 40.8791869238619, 'longitude': -74.0769065042992}",
Kmart,"['770 Broadway', 'New York, NY 10003']",New York,2.5,204,"{'latitude': 40.7307693, 'longitude': -73.9913223}",1.0
Barnes & Noble,"['33 E 17th St', 'Union Square', 'New York, NY 10003']",New York,4.0,475,"{'latitude': 40.7371482849121, 'longitude': -73.9894027709961}",2.0
Wilson’s Dry Dock,"['128 Shore Rd', 'Glen Cove, NY 11542']",Glen Cove,5.0,1,"{'latitude': 40.8544, 'longitude': -73.64556}",
Nomorerack,"['381 Park Ave S', 'New York, NY 10016']",New York,1.5,143,"{'latitude': 40.7424714, 'longitude': -73.984569}",1.0
Knot Standard,"['19 W 24th St', 'Fl 2', 'New York, NY 10010']",New York,4.0,112,"{'latitude': 40.7433678140897, 'longitude': -73.9893872079956}",2.0
