Name,Address,City,Rating,Review Count,Coordinates,Price
Creative Combustion Acting Studio,"['3691 Wrightwood Dr', 'Studio City, CA 91604']",Studio City,5.0,2,"{'latitude': 34.13682, 'longitude': -118.37064}",
Kirby Studios,"['2701 Signal Pkwy', 'Signal Hill, CA 90755']",Signal Hill,5.0,2,"{'latitude': 33.806495, 'longitude': -118.161697}",
Ruth's Chris Steak House,"['369 E Colorado Blvd', 'Pasadena, CA 91101']",Pasadena,4.0,1895,"{'latitude': 34.1460256026692, 'longitude': -118.1425956}",3.0
PirateWorX Media,"['Los Angeles, CA 90247']",Los Angeles,5.0,2,"{'latitude': 33.89478, 'longitude': -118.30032}",
The Vision Field,"['Los Angeles, CA 90042']",Los Angeles,5.0,15,"{'latitude': 34.1143646240234, 'longitude': -118.192481994629}",
New River Entertainment,"['5062 Lankershim Blvd', 'Ste 405', 'North Hollywood, CA 91601']",North Hollywood,5.0,6,"{'latitude': 34.1625538, 'longitude': -118.3731815}",
The Raymond 1886,"['1250 S Fair Oaks Ave', 'Pasadena, CA 91105']",Pasadena,4.0,1307,"{'latitude': 34.124537, 'longitude': -118.150019}",3.0
Home Restaurant - Los Feliz,"['1760 Hillhurst Ave', 'Los Angeles, CA 90027']",Los Angeles,4.0,3026,"{'latitude': 34.10296, 'longitude': -118.28719}",2.0
Saavedra Design,"['548 S Spring St', 'Ste 1107', 'Los Angeles, CA 90013']",Los Angeles,5.0,4,"{'latitude': 34.0459518432617, 'longitude': -118.250473022461}",
Beetle House LA,"['1714 N Las Palmas Ave', 'Los Angeles, CA 90028']",Los Angeles,3.5,2012,"{'latitude': 34.102092, 'longitude': -118.336032}",3.0
Descanso Gardens,"['1418 Descanso Dr', 'La Canada Flintridge, CA 91011']",La Canada Flintridge,4.0,1436,"{'latitude': 34.201394, 'longitude': -118.210123}",
The Oinkster,"['2005 Colorado Blvd', 'Los Angeles, CA 90041']",Los Angeles,4.0,3668,"{'latitude': 34.1395072937012, 'longitude': -118.210517883301}",2.0
House of Kaya,"['Los Angeles, CA 90014']",Los Angeles,5.0,2,"{'latitude': 34.0448493, 'longitude': -118.2500246}",
AbelCine,"['801 S Main St', 'Burbank, CA 91506']",Burbank,4.0,18,"{'latitude': 34.1651614, 'longitude': -118.3134033}",2.0
LA Opera,"['135 N Grand Ave', 'Dorothy Chandler Pavilion', 'Los Angeles, CA 90012']",Los Angeles,4.0,138,"{'latitude': 34.05683178588, 'longitude': -118.248651816743}",
The Penthouse at Mastro's,"['246 N Canon Dr', 'Fl 3', 'Beverly Hills, CA 90210']",Beverly Hills,4.0,4694,"{'latitude': 34.0688094, 'longitude': -118.3988906}",4.0
Vydeo,"['Beverly Hills, CA 90212']",Beverly Hills,5.0,2,"{'latitude': 34.06209, 'longitude': -118.39721}",
Night & Day Productions,"['Los Angeles, CA 90001']",Los Angeles,5.0,7,"{'latitude': 33.9788284301758, 'longitude': -118.249931335449}",
EDGE Studios & Grip,"['1388 S Longwood Ave', 'Los Angeles, CA 90019']",Los Angeles,4.5,15,"{'latitude': 34.0487221781467, 'longitude': -118.341844218063}",2.0
Cross Campus Downtown LA,"['800 Wilshire Blvd', 'Los Angeles, CA 90017']",Los Angeles,4.5,46,"{'latitude': 34.0493889, 'longitude': -118.258664}",
Cast Locations,"['536 N Larchmont Blvd', 'Los Angeles, CA 90004']",Los Angeles,3.0,5,"{'latitude': 34.0800628662109, 'longitude': -118.323318481445}",
GM Acoustic Design,"['639 Stanford Ave', 'Unit 311B', 'Los Angeles, CA 90021']",Los Angeles,5.0,17,"{'latitude': 34.0398265, 'longitude': -118.2439367}",
