Name,Address,City,Rating,Review Count,Coordinates,Price
NRG Film Company,"['891 W Park Ave', 'Ocean, NJ 07712']",Ocean,5.0,2,"{'latitude': 40.2631296, 'longitude': -74.0469306}",
Envision Video Services,"['224 Blvd', 'Hasbrouck Heights, NJ 07604']",Hasbrouck Heights,4.5,9,"{'latitude': 40.8621579820709, 'longitude': -74.0778309894409}",
Juhl Media,"['New York, NY 10027']",New York,5.0,1,"{'latitude': 40.8125, 'longitude': -73.95267}",
Caroline Sinno Photography,"['116 John St', 'Ste 3004', 'New York, NY 10038']",New York,5.0,29,"{'latitude': 40.7076289, 'longitude': -74.0058454}",
Absolute Motion Video Production,"['Mahopac, NY 10541']",Mahopac,5.0,4,"{'latitude': 41.3734855651855, 'longitude': -73.7295608520508}",
Zen Love Photography,"['Forest Hills', 'Queens, NY 11375']",Queens,5.0,6,"{'latitude': 40.7196350097656, 'longitude': -73.8424377441406}",
J&D Laboratories,"['Staten Island, NY 10312']",Staten Island,4.5,10,"{'latitude': 40.5464630126953, 'longitude': -74.1811981201172}",
Magno Sound & Video,"['15 E 32nd St', '10 Floor', 'New York, NY 10016']",New York,4.0,7,"{'latitude': 40.7469112, 'longitude': -73.9843344}",
MassiveMedia,"['34 W 27th St', 'Fl 6', 'New York, NY 10001']",New York,5.0,3,"{'latitude': 40.7448597, 'longitude': -73.9901162}",
MagnifiCo,"['315 W 36th St', 'New York, NY 10018']",New York,5.0,1,"{'latitude': 40.754084, 'longitude': -73.993496}",
Joseph Edwards Films,"['116 W 23rd St', 'Fl 5', 'New York, NY 10011']",New York,5.0,5,"{'latitude': 40.7430694, 'longitude': -73.9935768}",
Professional Sound Services,"['311 W 43rd St', 'Ste 1100', 'Manhattan, NY 10036']",Manhattan,1.0,1,"{'latitude': 40.7584496, 'longitude': -73.9899826}",
Central Casting New York,"['5 Penn Plaza', 'Fl 10', 'New York, NY 10001']",New York,3.5,23,"{'latitude': 40.751883, 'longitude': -73.994086}",
mimoYmima,"['1109 Prospect Ave', 'Brooklyn, NY 11218']",Brooklyn,4.5,12,"{'latitude': 40.6560973829618, 'longitude': -73.9768440730164}",
Bushwick Print Lab,"['100 Grattan St', 'Brooklyn, NY 11237']",Brooklyn,4.0,14,"{'latitude': 40.70583, 'longitude': -73.92907}",
GSB Digital,"['01 Hunters Point Ave', 'Ste 33', 'Queens, NY 11101']",Queens,4.5,2,"{'latitude': 40.7389991, 'longitude': -73.9322163}",
Acerbic Film and Entertainment,"['641 Lexington Ave', 'Manhattan, NY 10022']",Manhattan,2.5,5,"{'latitude': 40.7331163, 'longitude': -73.9913067}",
Advantage Marketing Company,"['480 Bay St', 'Staten Island, NY 10304']",Staten Island,5.0,2,"{'latitude': 40.63035, 'longitude': -74.07684}",
Lush Life Film,"['4 Peter Cooper Rd', 'Apt Ma', 'New York, NY 10010']",New York,5.0,3,"{'latitude': 40.734795, 'longitude': -73.9768509}",
Blue Moon Video Productions,"['55 Madison Ave', 'Ste 400', 'Morristown, NJ 07960']",Morristown,4.0,5,"{'latitude': 40.78758, 'longitude': -74.46784}",
Borderland Films,"['Staten Island, NY 10309']",Staten Island,5.0,2,"{'latitude': 40.54377, 'longitude': -74.21447}",
Visual Image Video & Photography,"['7514 13th Ave', 'Brooklyn, NY 11228']",Brooklyn,4.0,5,"{'latitude': 40.61999, 'longitude': -74.00796}",
That's A Wrap Productions,"['1675 Newbridge Rd', 'North Bellmore, NY 11710']",North Bellmore,5.0,4,"{'latitude': 40.6816644, 'longitude': -73.539795}",
Magnet Media,"['12 W 27th St 12th Fl', 'Manhattan, NY 10001']",Manhattan,2.5,3,"{'latitude': 40.744495, 'longitude': -73.989365}",
NST Pictures,"['25 Broadway', 'Fl 9', 'New York, NY 10004']",New York,4.5,25,"{'latitude': 40.7079624468688, 'longitude': -74.0115268017273}",
North Fork Wedding Films & Photography,"['Glen Cove, NY 11542']",Glen Cove,5.0,1,"{'latitude': 40.85848, 'longitude': -73.62912}",
