Name,Address,City,Rating,Review Count,Coordinates,Price
NYC Restaurant,"['180 Riverside Blvd', 'Ste 14', 'New York, NY 10069']",New York,5.0,6,"{'latitude': 40.77849519999999, 'longitude': -73.9882729}",
Meet The Meat,"['2392 21st St', 'Astoria, NY 11105']",Astoria,4.5,360,"{'latitude': 40.7769295040115, 'longitude': -73.9214426951538}",3.0
Bronx Alehouse,"['216 W 238th St', 'Bronx, NY 10463']",Bronx,4.0,813,"{'latitude': 40.8846317, 'longitude': -73.899705}",2.0
The Kraine Theater,"['85 E 4th St', 'New York, NY 10003']",New York,4.0,10,"{'latitude': 40.7265892028809, 'longitude': -73.9897994995117}",
Gallery Players,"['199 14th St', 'Brooklyn, NY 11215']",Brooklyn,4.5,15,"{'latitude': 40.66708, 'longitude': -73.99044}",
POST,"['42 Ave B', 'New York, NY 10009']",New York,4.5,270,"{'latitude': 40.72298, 'longitude': -73.98302}",2.0
District Tap House,"['246 W 38th St', 'New York, NY 10018']",New York,4.0,823,"{'latitude': 40.75409, 'longitude': -73.99039}",2.0
Hillstone Restaurant,"['378 Park Ave S', 'New York, NY 10010']",New York,4.0,962,"{'latitude': 40.7427534, 'longitude': -73.9847308}",3.0
Raines Law Room,"['48 W 17th St', 'New York, NY 10011']",New York,4.5,1456,"{'latitude': 40.73869, 'longitude': -73.99462}",3.0
Wedding In Paris,"['4711 8th Ave', 'Brooklyn, NY 11220']",Brooklyn,4.5,49,"{'latitude': 40.6423833, 'longitude': -74.0020331}",
Harry's,"['1 Hanover Sq', 'New York, NY 10004']",New York,4.0,691,"{'latitude': 40.70451, 'longitude': -74.0098299}",3.0
Magdalene,"['524 Lorimer St', 'Brooklyn, NY 11211']",Brooklyn,5.0,19,"{'latitude': 40.71252, 'longitude': -73.94899}",
Nuline Scans,"['1841 124th St', 'College Point, NY 11356']",College Point,5.0,1,"{'latitude': 40.782008, 'longitude': -73.8439133}",
High Street On Hudson,"['637 Hudson St', 'New York, NY 10014']",New York,4.0,413,"{'latitude': 40.73888, 'longitude': -74.00574}",2.0
White Space Chelsea,"['530 W 25th St', 'Fl 1', 'New York, NY 10001']",New York,5.0,2,"{'latitude': 40.7493495, 'longitude': -74.0046948}",
