Name,Address,City,Rating,Review Count,Coordinates,Price,Id,Categories
Sense Beauty Spa,"['43-13 A Bell Blvd', 'Fl 2', 'Bayside, NY 11361']",Bayside,4.0,49,"{'latitude': 40.7608738, 'longitude': -73.7694824}",2.0,rG7kxp5Y0x_SJvDyalZiIQ,"[{'alias': 'skincare', 'title': 'Skin Care'}, {'alias': 'massage', 'title': 'Massage'}, {'alias': 'eyelashservice', 'title': 'Eyelash Service'}]"
Arpi's Spa,"['189-07 Union Tpke', 'Fresh Meadows, NY 11366']",Fresh Meadows,4.5,20,"{'latitude': 40.7297199, 'longitude': -73.7800399}",3.0,Xk8yDaxkuUPQUGvCoyZnzA,"[{'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'massage', 'title': 'Massage'}, {'alias': 'laser_hair_removal', 'title': 'Laser Hair Removal'}]"
Loosen Up,"['172 Newark Ave', 'Ste 3', 'Jersey City, NJ 07302']",Jersey City,5.0,16,"{'latitude': 40.72164, 'longitude': -74.04574}",,vN6iY4FwuYRW49xcCqTMXg,"[{'alias': 'massage_therapy', 'title': 'Massage Therapy'}]"
Exclusive Day Spa,"['39 E Ridgewood Ave', 'Ridgewood, NJ 07450']",Ridgewood,3.5,26,"{'latitude': 40.9797936512704, 'longitude': -74.1191638478452}",2.0,idd1WYvL9IT9uBDDE3DnvA,"[{'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'waxing', 'title': 'Waxing'}, {'alias': 'permanentmakeup', 'title': 'Permanent Makeup'}]"
Remedy Bar Spa,"['1891 Palmer Ave', 'Larchmont, NY 10538']",Larchmont,4.5,6,"{'latitude': 40.9337, 'longitude': -73.75851}",,nzpJV390Zna_HWN6xE2VIg,"[{'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'skincare', 'title': 'Skin Care'}, {'alias': 'massage', 'title': 'Massage'}]"
Dyanna Spa & Waxing Center,"['42 E 21st St', 'New York, NY 10010']",New York,3.5,244,"{'latitude': 40.7391483, 'longitude': -73.9883143}",2.0,5voLH8szqp1ezBQ3H_3ByA,"[{'alias': 'skincare', 'title': 'Skin Care'}, {'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'waxing', 'title': 'Waxing'}]"
Basebody Spa,"['60 Columbus Dr', 'Jersey City, NJ 07302']",Jersey City,3.5,34,"{'latitude': 40.7188845, 'longitude': -74.0395288}",2.0,xRhGCgCENZe36tSmPrWLyA,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'spas', 'title': 'Day Spas'}]"
Shiatsu By Shandoah,"['President At 7th Ave', 'Brooklyn, NY 11215']",Brooklyn,5.0,1,"{'latitude': 40.6672018, 'longitude': -73.981335}",3.0,ZFeNd9QuNPvwTavEzPgR0Q,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'hypnosis', 'title': 'Hypnosis/Hypnotherapy'}, {'alias': 'yoga', 'title': 'Yoga'}]"
Roosevelt Nails & Co,"['570 Main St', 'New York, NY 10044']",New York,4.0,30,"{'latitude': 40.7626992090993, 'longitude': -73.949202463382}",1.0,wrYS8_5NsOMJ3sNQEi39JA,"[{'alias': 'othersalons', 'title': 'Nail Salons'}]"
Nirvana Wellness NYC,"['366 2nd Ave', 'New York, NY 10010']",New York,3.5,35,"{'latitude': 40.7367230936473, 'longitude': -73.981478959322}",2.0,Mz5Dv8k4YjkXOq-ud4Y6hw,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'reflexology', 'title': 'Reflexology'}, {'alias': 'skincare', 'title': 'Skin Care'}]"
Balayage By Jazette,"['458 W Broadway', 'Fl 2', 'Serenity Salon', 'New York, NY 10012']",New York,4.5,8,"{'latitude': 40.7263, 'longitude': -74.000769}",,MURO-1CKLHaV-eN5xcILpg,"[{'alias': 'hairstylists', 'title': 'Hair Stylists'}, {'alias': 'hair_extensions', 'title': 'Hair Extensions'}, {'alias': 'blowoutservices', 'title': 'Blow Dry/Out Services'}]"
Rebalance Massage Clinic,"['77 Milltown Rd', 'Ste C2', 'East Brunswick, NJ 08816']",East Brunswick,5.0,16,"{'latitude': 40.44052, 'longitude': -74.39818}",,glqjbSA0FcBYDrwaTxwc4A,"[{'alias': 'massage_therapy', 'title': 'Massage Therapy'}]"
Araya Rebirth,"['10 Garber Sq', 'Ridgewood, NJ 07450']",Ridgewood,4.5,37,"{'latitude': 40.98051, 'longitude': -74.12181}",2.0,DWFVuux2-se4sPVPcUoCKw,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'skincare', 'title': 'Skin Care'}, {'alias': 'makeupartists', 'title': 'Makeup Artists'}]"
ManiCare Nails & Spa,"['69 Murray St', 'New York, NY 10007']",New York,5.0,19,"{'latitude': 40.714753, 'longitude': -74.010321}",,nzx0vqBqOb2F6pCBCSJAJA,"[{'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'spas', 'title': 'Day Spas'}]"
Spring Body Work,"['201 Mott St', 'New York, NY 10012']",New York,4.0,2,"{'latitude': 40.721333, 'longitude': -73.995766}",,nGhkAxou5R3jbhwA26sPaQ,"[{'alias': 'massage', 'title': 'Massage'}]"
ArtistOnGo,"['379 West Broadway', 'New York, NY 10012']",New York,5.0,4,"{'latitude': 40.723671, 'longitude': -74.002418}",,sljS9BYjRjYzCYLvQfvVAQ,"[{'alias': 'makeupartists', 'title': 'Makeup Artists'}, {'alias': 'hairstylists', 'title': 'Hair Stylists'}, {'alias': 'estheticians', 'title': 'Estheticians'}]"
Kalypso Organic & Medi Spa,"['29-29 Newton Ave', 'Astoria, NY 11102']",Astoria,4.5,38,"{'latitude': 40.7687424, 'longitude': -73.9212205}",2.0,Ecw2kBVsic7UqAtQ4LYKsA,"[{'alias': 'medicalspa', 'title': 'Medical Spas'}, {'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]"
Spa Nature,"['18 Park View Ave', 'Jersey City, NJ 07302']",Jersey City,4.5,35,"{'latitude': 40.71419, 'longitude': -74.043908}",2.0,3Iv00Fx4DhLYyA_hb8m74w,"[{'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'eyelashservice', 'title': 'Eyelash Service'}, {'alias': 'waxing', 'title': 'Waxing'}]"
Nicolette Emerson,"['New York, NY 10001']",New York,5.0,1,"{'latitude': 40.75095, 'longitude': -73.99811}",,KuTp8tVTYzpj3XZBEiVyPA,"[{'alias': 'massage_therapy', 'title': 'Massage Therapy'}, {'alias': 'massage', 'title': 'Massage'}]"
Studio Diva Salon & Spa,"['91 Pineapple Walk', 'Brooklyn Heights, NY 11201']",Brooklyn Heights,4.0,128,"{'latitude': 40.699131, 'longitude': -73.9923283}",2.0,nlAy_GxvLjDU1_kNFucNoA,"[{'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'massage', 'title': 'Massage'}, {'alias': 'waxing', 'title': 'Waxing'}]"
Union Square Foot Body Massage,"['488 State Rt 35', 'Union Square Shopping Ctr', 'Middletown, NJ 07701']",Middletown,4.5,72,"{'latitude': 40.377469, 'longitude': -74.090527}",2.0,1BLY3KxuV82_KXd4LQNMUQ,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'reflexology', 'title': 'Reflexology'}]"
Lucky Foot Spa,"['12-58 150th St', 'Whitestone, NY 11357']",Whitestone,4.0,49,"{'latitude': 40.7891599, 'longitude': -73.8141815}",,pOK0Rkt7zKlKnK-4SwDv6A,"[{'alias': 'massage_therapy', 'title': 'Massage Therapy'}, {'alias': 'reflexology', 'title': 'Reflexology'}, {'alias': 'tcm', 'title': 'Traditional Chinese Medicine'}]"
